performance_id,period_end,business_unit_id,region,currency_code,revenue_usd_m,cogs_usd_m,operating_expense_usd_m,depreciation_amortization_usd_m,capex_usd_m,effective_tax_rate,financial_outlier_flag,balance_id,cash_usd_m,accounts_receivable_usd_m,inventory_usd_m,accounts_payable_usd_m,net_fixed_assets_usd_m,total_debt_usd_m,balance_outlier_flag,year,ebitda_usd_m,ebitda_margin,ebit_usd_m,nopat_usd_m,net_working_capital_usd_m,invested_capital_usd_m,net_debt_usd_m,change_nwc_usd_m,free_cash_flow_usd_m,revenue_growth_yoy,ttm_nopat_usd_m,ttm_ebitda_usd_m,avg_invested_capital_usd_m,wacc,roic,roic_wacc_spread,economic_profit_usd_m,net_debt_to_ebitda,value_creation_flag
FP_202304_BU01_LATAM,2023-04-30,BU01,Latin America,USD,49.16,20.26,14.41,2.47,3.35,0.2702,0,BS_202304_BU01_LATAM,28.88,90.64,1.33,31.13,256.28,359.05,0,2023,14.489999999999995,0.2947518307567127,12.019999999999994,8.772195999999996,60.84,317.12,330.17,0.3400000000000034,7.552195999999993,0.14725787631271858,99.531202,164.33999999999997,308.7208333333333,0.104,0.3223987216066295,0.21839872160662954,67.42423533333333,2.0090665693075334,Strong Creator
FP_202305_BU01_LATAM,2023-05-31,BU01,Latin America,USD,51.85,21.21,15.03,2.51,3.55,0.2715,0,BS_202305_BU01_LATAM,29.56,91.57,1.34,31.44,257.32,367.13,0,2023,15.610000000000001,0.30106075216972034,13.100000000000001,9.54335,61.47,318.78999999999996,337.57,0.6299999999999955,7.873350000000006,0.2692778457772338,102.300596,168.47,310.4558333333333,0.104,0.3295173902890105,0.22551739028901052,70.01318933333334,2.0037395381967116,Strong Creator
FP_202306_BU01_LATAM,2023-06-30,BU01,Latin America,USD,52.69,21.7,15.24,2.54,3.53,0.2728,0,BS_202306_BU01_LATAM,30.51,95.42,1.39,33.2,258.31,372.04,0,2023,15.749999999999998,0.2989182007971152,13.209999999999997,9.606311999999999,63.61,321.92,341.53000000000003,2.1400000000000006,6.476311999999998,0.15270181579523068,103.48244,170.53,311.90999999999997,0.104,0.3317701901189446,0.22777019011894462,71.0438,2.0027561132938487,Strong Creator
FP_202307_BU01_LATAM,2023-07-31,BU01,Latin America,USD,49.89,20.64,14.25,2.57,3.41,0.2679,0,BS_202307_BU01_LATAM,31.78,91.05,1.33,30.95,259.15,376.49,0,2023,15.0,0.30066145520144316,12.43,9.100003,61.42999999999999,320.58,344.71000000000004,-2.180000000000007,10.440003000000006,0.15432670060157339,105.01549899999998,172.95,313.42249999999996,0.104,0.3350604982092862,0.2310604982092862,72.41955899999999,1.9931193986701363,Strong Creator
FP_202308_BU01_LATAM,2023-08-31,BU01,Latin America,USD,50.74,21.05,14.95,2.6,3.33,0.2687,0,BS_202308_BU01_LATAM,33.11,91.27,1.36,31.47,259.88,380.32,0,2023,14.740000000000002,0.29050059124950733,12.140000000000002,8.877982000000003,61.16,321.03999999999996,347.21,-0.269999999999996,8.417981999999999,0.13613972234661897,105.90144899999999,174.48,314.8308333333333,0.104,0.3363757224117714,0.2323757224117714,73.15904233333333,1.9899701971572674,Strong Creator
FP_202309_BU01_LATAM,2023-09-30,BU01,Latin America,USD,55.89,23.11,16.02,2.63,3.58,0.2706,0,BS_202309_BU01_LATAM,34.42,100.03,1.49,35.36,260.83,386.1,0,2023,16.76,0.2998747539810342,14.130000000000003,10.306422000000003,66.16,326.99,351.68,5.0,4.356422000000004,0.18335803514715243,107.663991,177.24,316.3483333333333,0.104,0.34033367543161813,0.23633367543161815,74.76376433333334,1.9842022116903633,Strong Creator
FP_202310_BU01_LATAM,2023-10-31,BU01,Latin America,USD,55.32,22.8,16.11,2.67,3.42,0.2704,0,BS_202310_BU01_LATAM,35.31,96.06,1.48,33.44,261.58,390.29,0,2023,16.409999999999997,0.2966377440347071,13.739999999999997,10.024703999999998,64.10000000000001,325.68,354.98,-2.059999999999988,11.334703999999986,0.17877690176859162,109.432247,179.99,317.83666666666664,0.104,0.34430340636175816,0.24030340636175818,76.37723366666668,1.972220678926607,Strong Creator
FP_202311_BU01_LATAM,2023-11-30,BU01,Latin America,USD,56.51,23.25,16.44,2.7,3.41,0.2703,0,BS_202311_BU01_LATAM,35.75,100.25,1.57,35.14,262.29,395.76,0,2023,16.819999999999997,0.29764643425942305,14.119999999999997,10.303363999999998,66.67999999999999,328.97,360.01,2.579999999999984,7.0133640000000135,0.2100642398286936,111.56579199999999,183.29,319.5108333333333,0.104,0.3491768677640038,0.24517686776400383,78.33666533333331,1.9641551639478423,Strong Creator
FP_202312_BU01_LATAM,2023-12-31,BU01,Latin America,USD,58.73,24.17,16.69,2.73,3.7,0.2725,0,BS_202312_BU01_LATAM,35.62,100.69,1.58,35.22,263.26,399.98,0,2023,17.869999999999994,0.3042737953345819,15.139999999999993,11.014349999999995,67.05,330.31,364.36,0.37000000000000455,9.67434999999999,0.17530518310986598,113.277693,186.08999999999997,321.0316666666667,0.104,0.35285520016197774,0.24885520016197776,79.89039966666667,1.9579773228007957,Strong Creator
FP_202401_BU01_LATAM,2024-01-31,BU01,Latin America,USD,53.46,21.96,15.98,2.76,3.5,0.2722,0,BS_202401_BU01_LATAM,35.08,95.41,1.48,32.41,264.0,404.04,0,2024,15.52,0.29031051253273477,12.76,9.286728,64.48,328.48,368.96000000000004,-2.569999999999993,11.116727999999993,0.17442882249560632,114.552021,188.21999999999997,322.62333333333333,0.101,0.3550642782605102,0.25406427826051015,81.96706433333333,1.9602592710657747,Strong Creator
FP_202402_BU01_LATAM,2024-02-29,BU01,Latin America,USD,53.65,22.04,16.17,2.8,3.52,0.272,0,BS_202402_BU01_LATAM,34.36,101.87,1.53,35.1,264.72,407.77,0,2024,15.439999999999998,0.2877912395153774,12.639999999999997,9.201919999999998,68.30000000000001,333.02000000000004,373.40999999999997,3.8200000000000074,4.661919999999991,0.13785790031813372,115.38397899999998,189.70999999999998,324.06666666666666,0.101,0.3560501306315572,0.25505013063155724,82.65324566666665,1.9683200674714039,Strong Creator
FP_202403_BU01_LATAM,2024-03-31,BU01,Latin America,USD,57.94,23.79,16.81,2.83,3.84,0.2713,0,BS_202403_BU01_LATAM,33.84,100.42,1.52,34.89,265.73,410.46,0,2024,17.34,0.299275112185019,14.51,10.573437,67.05,332.78000000000003,376.62,-1.2500000000000142,10.813437000000015,0.13452124534952015,116.610768,191.74999999999997,325.47333333333336,0.101,0.35828055959525607,0.2572805595952561,83.73796133333332,1.9641199478487616,Strong Creator
FP_202404_BU01_LATAM,2024-04-30,BU01,Latin America,USD,57.77,23.63,17.22,2.87,4.05,0.2728,0,BS_202404_BU01_LATAM,33.86,104.07,1.55,35.97,266.91,413.74,0,2024,16.92,0.292885580751255,14.05,10.217160000000002,69.64999999999999,336.56,379.88,2.5999999999999943,6.437160000000006,0.1751423921887716,118.05573199999999,194.18,327.09333333333336,0.101,0.36092368742866454,0.25992368742866456,85.01930533333332,1.956329179112164,Strong Creator
FP_202405_BU01_LATAM,2024-05-31,BU01,Latin America,USD,60.85,25.07,17.71,2.91,4.17,0.2707,0,BS_202405_BU01_LATAM,34.46,106.54,1.57,36.99,268.17,416.87,0,2024,18.07,0.29695973705834017,15.16,11.056188,71.12,339.29,382.41,1.470000000000013,8.326187999999988,0.17357762777242036,119.56857,196.64,328.8016666666667,0.101,0.3636495252964046,0.2626495252964046,86.35960166666666,1.9447213181448335,Strong Creator
FP_202406_BU01_LATAM,2024-06-30,BU01,Latin America,USD,61.28,25.08,17.82,2.94,4.2,0.2723,0,BS_202406_BU01_LATAM,35.59,113.7,1.62,38.91,269.43,420.86,0,2024,18.380000000000003,0.299934725848564,15.440000000000003,11.235688000000003,76.41000000000001,345.84000000000003,385.27,5.290000000000006,4.685687999999995,0.16302903776807742,121.19794599999999,199.26999999999998,330.795,0.101,0.3663838510255596,0.2653838510255596,87.78765099999998,1.9334069353138958,Strong Creator
FP_202407_BU01_LATAM,2024-07-31,BU01,Latin America,USD,58.76,24.14,17.24,2.95,3.75,0.2717,0,BS_202407_BU01_LATAM,37.13,106.1,1.55,36.0,270.23,422.97,0,2024,17.38,0.2957794417971409,14.43,10.509369,71.64999999999999,341.88,385.84000000000003,-4.760000000000019,14.469369000000018,0.17779114050911993,122.60731200000001,201.64999999999998,332.57,0.101,0.36866618155576275,0.2676661815557627,89.017742,1.913414331762956,Strong Creator
FP_202408_BU01_LATAM,2024-08-31,BU01,Latin America,USD,59.46,24.49,17.7,2.94,3.95,0.2753,0,BS_202408_BU01_LATAM,38.78,105.04,1.57,36.2,271.24,427.14,0,2024,17.27,0.29044735956945844,14.33,10.384951000000001,70.41,341.65,388.36,-1.2399999999999949,10.614950999999994,0.17185652345289704,124.114281,204.18,334.2875,0.101,0.3712800538458662,0.2702800538458662,90.35124350000001,1.9020472132432167,Strong Creator
FP_202409_BU01_LATAM,2024-09-30,BU01,Latin America,USD,65.42,26.83,19.08,2.92,4.23,0.272,0,BS_202409_BU01_LATAM,40.27,116.19,1.72,40.86,272.55,432.73,0,2024,19.510000000000005,0.2982268419443596,16.590000000000003,12.077520000000002,77.05,349.6,392.46000000000004,6.640000000000001,4.1275200000000005,0.17051350867775983,125.885379,206.92999999999998,336.1716666666667,0.101,0.37446754584711184,0.27346754584711186,91.93204066666667,1.896583385685981,Strong Creator
FP_202410_BU01_LATAM,2024-10-31,BU01,Latin America,USD,65.0,26.8,18.96,2.91,4.03,0.2729,0,BS_202410_BU01_LATAM,41.3,112.58,1.73,39.26,273.67,436.46,0,2024,19.240000000000002,0.29600000000000004,16.330000000000002,11.873543000000003,75.05000000000001,348.72,395.15999999999997,-1.9999999999999858,12.75354299999999,0.17498192335502538,127.734218,209.76,338.0916666666667,0.101,0.3778094244657514,0.2768094244657514,93.58695966666666,1.8838672768878717,Strong Creator
FP_202411_BU01_LATAM,2024-11-30,BU01,Latin America,USD,64.92,26.68,18.99,2.9,3.99,0.2756,0,BS_202411_BU01_LATAM,41.64,114.88,1.8,40.17,274.76,440.66,0,2024,19.250000000000004,0.29651879235982753,16.350000000000005,11.843940000000002,76.50999999999999,351.27,399.02000000000004,1.4599999999999795,9.293940000000022,0.1488232171297117,129.274794,212.19,339.95,0.101,0.38027590528018834,0.2792759052801883,94.93984400000002,1.880484471464254,Strong Creator
FP_202412_BU01_LATAM,2024-12-31,BU01,Latin America,USD,68.16,28.05,19.5,2.89,4.32,0.2731,0,BS_202412_BU01_LATAM,41.45,118.92,1.83,41.32,276.19,446.3,0,2024,20.61,0.3023767605633803,17.72,12.880667999999998,79.43,355.62,404.85,2.920000000000016,8.530667999999983,0.16056529882513204,131.141112,214.93,342.05916666666667,0.101,0.3833872171237432,0.28238721712374315,96.59313616666665,1.8836365328246407,Strong Creator
FP_202501_BU01_LATAM,2025-01-31,BU01,Latin America,USD,63.16,26.06,18.98,2.88,3.96,0.2703,0,BS_202501_BU01_LATAM,40.84,112.02,1.75,38.4,277.27,442.52,0,2025,18.119999999999994,0.28689043698543376,15.239999999999995,11.120627999999996,75.37,352.64,401.67999999999995,-4.060000000000002,14.100627999999997,0.18144407033295917,132.975012,217.53,344.0725,0.099,0.38647381583823176,0.2874738158382317,98.9118345,1.8465499011630577,Strong Creator
FP_202502_BU01_LATAM,2025-02-28,BU01,Latin America,USD,66.18,27.16,19.32,2.87,4.35,0.272,0,BS_202502_BU01_LATAM,40.27,129.77,1.92,45.08,278.75,447.75,0,2025,19.70000000000001,0.2976730129948626,16.83000000000001,12.252240000000006,86.61,365.36,407.48,11.239999999999995,-0.4677599999999895,0.2335507921714819,136.025332,221.79000000000002,346.7675,0.099,0.3922666685891844,0.2932666685891844,101.69534949999999,1.8372334189999548,Strong Creator
FP_202503_BU01_LATAM,2025-03-31,BU01,Latin America,USD,69.69,28.78,20.53,2.86,4.76,0.2714,0,BS_202503_BU01_LATAM,39.86,124.64,1.86,42.89,280.65,449.41,0,2025,20.379999999999995,0.29243793944611846,17.519999999999996,12.765071999999998,83.61,364.26,409.55,-3.0,13.865071999999998,0.20279599585778385,138.216967,224.83,349.3908333333333,0.099,0.3955941421855659,0.2965941421855659,103.62727450000001,1.8215985411199573,Strong Creator
FP_202504_BU01_LATAM,2025-04-30,BU01,Latin America,USD,68.31,28.12,20.01,2.86,4.61,0.2707,0,BS_202504_BU01_LATAM,39.9,125.19,1.87,43.09,282.4,468.92,0,2025,20.179999999999996,0.2954179475918606,17.319999999999997,12.631476,83.97,366.37,429.02000000000004,0.35999999999999943,10.521476,0.18244763718192836,140.63128300000002,228.09000000000003,351.875,0.099,0.3996626159857905,0.30066261598579047,105.79565800000003,1.8809241965890657,Strong Creator
FP_202505_BU01_LATAM,2025-05-31,BU01,Latin America,USD,69.54,28.63,20.64,2.86,4.78,0.2735,0,BS_202505_BU01_LATAM,40.51,123.26,1.83,42.39,284.32,492.85,0,2025,20.27000000000001,0.2914869140063274,17.41000000000001,12.648365000000007,82.7,367.02,452.34000000000003,-1.269999999999996,11.998365000000003,0.14281018898931808,142.22346000000002,230.29000000000002,354.1858333333333,0.099,0.4015503913905837,0.3025503913905837,107.15906250000002,1.9642190281818577,Strong Creator
FP_202506_BU01_LATAM,2025-06-30,BU01,Latin America,USD,70.85,29.09,21.02,2.86,4.95,0.2737,0,BS_202506_BU01_LATAM,41.81,128.64,1.88,44.53,286.41,522.65,0,2025,20.73999999999999,0.29273112208892016,17.879999999999992,12.986243999999994,85.98999999999998,372.4,480.84,3.289999999999978,7.606244000000014,0.1561684073107048,143.974016,232.65,356.39916666666664,0.099,0.4039684417518747,0.30496844175187465,108.6904985,2.066795615731786,Strong Creator
FP_202507_BU01_LATAM,2025-07-31,BU01,Latin America,USD,68.21,27.84,20.58,2.88,4.5,0.2698,0,BS_202507_BU01_LATAM,43.57,121.75,1.78,41.25,288.03,553.26,0,2025,19.789999999999992,0.29013341152323696,16.909999999999993,12.347681999999994,82.28,370.30999999999995,509.69,-3.7099999999999795,14.437681999999974,0.16082368958475146,145.812329,235.06,358.7683333333334,0.099,0.4064247467028398,0.3074247467028398,110.294264,2.1683399982983067,Strong Creator
FP_202508_BU01_LATAM,2025-08-31,BU01,Latin America,USD,69.4,28.34,21.08,2.92,4.43,0.2701,0,BS_202508_BU01_LATAM,45.48,122.06,1.81,41.83,289.54,584.7,0,2025,19.980000000000004,0.28789625360230553,17.060000000000002,12.452094,82.04,371.58000000000004,539.22,-0.23999999999999488,11.182093999999996,0.16717120753447712,147.87947200000002,237.76999999999998,361.2625,0.099,0.4093407757517042,0.31034077575170416,112.11448450000002,2.267821844639778,Strong Creator
FP_202509_BU01_LATAM,2025-09-30,BU01,Latin America,USD,78.19,31.81,22.63,2.97,4.91,0.2726,0,BS_202509_BU01_LATAM,47.32,139.04,2.02,48.58,291.48,625.75,0,2025,23.749999999999996,0.30374728226115866,20.779999999999998,15.115371999999999,92.48,383.96000000000004,578.43,10.439999999999998,2.7353720000000017,0.1952002445735248,150.91732399999998,242.01,364.12583333333333,0.099,0.41446475417152034,0.3154647541715203,114.86886649999997,2.3901078467831907,Strong Creator
FP_202510_BU01_LATAM,2025-10-31,BU01,Latin America,USD,77.9,31.92,22.49,3.01,4.67,0.2718,0,BS_202510_BU01_LATAM,48.62,136.94,2.04,47.21,293.14,655.9,0,2025,23.490000000000006,0.3015404364569962,20.480000000000004,14.913536000000002,91.76999999999998,384.90999999999997,607.28,-0.7100000000000222,13.963536000000024,0.19846153846153847,153.95731700000002,246.26,367.14166666666665,0.099,0.4193403554486234,0.3203403554486234,117.61029200000002,2.466011532526598,Strong Creator
FP_202511_BU01_LATAM,2025-11-30,BU01,Latin America,USD,79.05,32.59,22.89,3.05,4.91,0.2704,0,BS_202511_BU01_LATAM,49.27,141.76,2.18,49.55,295.0,676.23,0,2025,23.569999999999993,0.2981657179000632,20.519999999999992,14.971391999999994,94.39,389.39,626.96,2.6200000000000188,10.491391999999976,0.21765249537892783,157.084769,250.57999999999998,370.3183333333333,0.099,0.4241884747807067,0.32518847478070667,120.42325399999999,2.5020352781546813,Strong Creator
FP_202512_BU01_LATAM,2025-12-31,BU01,Latin America,USD,82.36,33.72,23.65,3.1,5.11,0.2725,0,BS_202512_BU01_LATAM,49.21,144.72,2.2,49.87,297.01,682.45,0,2025,24.990000000000002,0.3034239922292375,21.89,15.924975000000002,97.04999999999998,394.05999999999995,633.24,2.6599999999999824,11.25497500000002,0.20833333333333348,160.129076,254.95999999999998,373.5216666666667,0.099,0.4287009035620423,0.3297009035620423,123.150431,2.483683715092564,Strong Creator
FP_202101_BU01_NA,2021-01-31,BU01,North America,USD,133.79,54.41,39.22,6.78,8.26,0.248,0,BS_202101_BU01_NA,85.1,207.84,3.58,76.99,906.81,992.85,0,2021,40.16,0.30017191120412584,33.379999999999995,25.101759999999995,134.43,1041.24,907.75,0.0,23.621759999999995,,,,,0.091,,,,,Not Available
FP_202102_BU01_NA,2021-02-28,BU01,North America,USD,133.2,53.68,38.86,6.86,8.72,0.2431,0,BS_202102_BU01_NA,88.79,226.35,3.82,84.54,908.67,1012.5,0,2021,40.65999999999998,0.30525525525525515,33.79999999999998,25.583219999999987,145.63,1054.3,923.71,11.199999999999989,12.523220000000002,,,,,0.091,,,,,Not Available
FP_202103_BU01_NA,2021-03-31,BU01,North America,USD,145.89,58.71,41.96,6.94,9.66,0.246,0,BS_202103_BU01_NA,92.23,225.89,3.83,83.51,911.39,1031.24,0,2021,45.21999999999998,0.30995955857152635,38.27999999999998,28.863119999999984,146.20999999999998,1057.6,939.01,0.5799999999999841,25.56312,,,,,0.091,,,,,Not Available
FP_202104_BU01_NA,2021-04-30,BU01,North America,USD,142.79,57.58,41.7,7.03,9.66,0.2439,0,BS_202104_BU01_NA,94.32,227.58,3.92,84.4,914.02,1048.0,0,2021,43.50999999999999,0.3047132152111492,36.47999999999999,27.582527999999993,147.1,1061.12,953.6800000000001,0.8900000000000148,24.062527999999975,,,,,0.091,,,,,Not Available
FP_202105_BU01_NA,2021-05-31,BU01,North America,USD,144.84,58.81,42.5,7.13,9.99,0.2481,0,BS_202105_BU01_NA,94.74,222.36,3.88,82.95,916.88,1061.76,0,2021,43.53,0.3005385252692626,36.4,27.36916,143.29000000000002,1060.17,967.02,-3.809999999999974,28.319159999999975,,,,,0.091,,,,,Not Available
FP_202106_BU01_NA,2021-06-30,BU01,North America,USD,151.97,61.54,43.69,7.22,10.51,0.2478,0,BS_202106_BU01_NA,94.04,233.96,4.08,88.92,920.17,1079.15,0,2021,46.74000000000001,0.3075607027702837,39.52000000000001,29.726944000000007,149.12,1069.29,985.1100000000001,5.829999999999984,20.606944000000027,,,,,0.091,,,,,Not Available
FP_202107_BU01_NA,2021-07-31,BU01,North America,USD,141.98,57.4,41.52,7.31,9.22,0.2451,0,BS_202107_BU01_NA,92.4,212.25,3.78,79.39,922.08,1090.81,0,2021,43.05999999999998,0.3032821524158331,35.74999999999998,26.987674999999985,136.64,1058.72,998.41,-12.480000000000018,37.557675,,,,,0.091,,,,,Not Available
FP_202108_BU01_NA,2021-08-31,BU01,North America,USD,147.49,59.18,43.62,7.4,9.62,0.2453,0,BS_202108_BU01_NA,90.7,219.38,3.81,82.21,924.3,1104.93,0,2021,44.690000000000005,0.30300359346396366,37.290000000000006,28.142763000000006,140.98000000000002,1065.28,1014.23,4.340000000000032,21.58276299999998,,,,,0.091,,,,,Not Available
FP_202109_BU01_NA,2021-09-30,BU01,North America,USD,148.95499999999998,63.23,45.8,7.49,9.78,0.2481,0,BS_202109_BU01_NA,89.64,235.2,4.03,89.97,926.59,1120.47,0,2021,39.925,0.26803396999093687,32.434999999999995,24.387876499999997,149.26,1075.85,1030.83,8.279999999999973,13.817876500000025,,,,,0.091,,,,,Not Available
FP_202110_BU01_NA,2021-10-31,BU01,North America,USD,150.42,60.58,43.7,7.58,9.05,0.2444,0,BS_202110_BU01_NA,89.52,220.9,3.85,83.22,928.06,1127.35,0,2021,46.139999999999986,0.30674112485041877,38.55999999999999,29.135935999999994,141.53,1069.59,1037.83,-7.72999999999999,35.39593599999998,,,,,0.091,,,,,Not Available
FP_202111_BU01_NA,2021-11-30,BU01,North America,USD,161.66,65.04,46.61,7.66,9.96,0.2442,0,BS_202111_BU01_NA,91.52,240.11,4.17,92.27,930.36,1140.29,0,2021,50.00999999999999,0.30935296300878384,42.349999999999994,32.008129999999994,152.01,1082.37,1048.77,10.47999999999999,19.22813,,,,,0.091,,,,,Not Available
FP_202112_BU01_NA,2021-12-31,BU01,North America,USD,168.6,68.27,47.74,7.76,10.54,0.2502,0,BS_202112_BU01_NA,95.0,243.77,4.26,93.72,933.14,1157.19,0,2021,52.589999999999996,0.3119217081850534,44.83,33.613534,154.31,1087.45,1062.19,2.3000000000000114,28.53353399999999,,338.50264649999997,536.2349999999999,1065.2483333333332,0.091,0.3177687642474603,0.2267687642474603,241.56504816666666,1.980829300586497,Strong Creator
FP_202201_BU01_NA,2022-01-31,BU01,North America,USD,149.93,60.73,43.83,7.85,9.43,0.2472,0,BS_202201_BU01_NA,98.82,229.7,4.01,84.93,934.72,1171.51,0,2022,45.37000000000002,0.30260788367905034,37.52000000000002,28.245056000000012,148.77999999999997,1083.5,1072.69,-5.53000000000003,32.195056000000044,0.12063681889528377,341.64594249999993,541.4449999999999,1068.77,0.098,0.3196627361359319,0.22166273613593188,236.90648249999992,1.981161521484177,Strong Creator
FP_202202_BU01_NA,2022-02-28,BU01,North America,USD,154.28,62.59,45.36,7.94,10.06,0.2474,0,BS_202202_BU01_NA,102.98,249.99,4.41,96.2,936.84,1188.42,0,2022,46.33,0.30029815919108116,38.39,28.892314,158.2,1095.04,1085.44,9.420000000000016,17.35231399999998,0.15825825825825834,344.95503649999995,547.1149999999999,1072.165,0.098,0.3217368935751493,0.22373689357514928,239.88286649999995,1.98393390786215,Strong Creator
FP_202203_BU01_NA,2022-03-31,BU01,North America,USD,171.55,69.47,49.5,8.04,11.33,0.2466,0,BS_202203_BU01_NA,106.66,250.72,4.47,95.95,940.13,1204.47,0,2022,52.58000000000001,0.30649956280967655,44.54000000000001,33.556436000000005,159.24,1099.37,1097.81,1.0400000000000205,29.226435999999985,0.17588594146274605,349.6483525,554.475,1075.6458333333333,0.098,0.3250589940152234,0.22705899401522342,244.2350608333333,1.9799089228549527,Strong Creator
FP_202204_BU01_NA,2022-04-30,BU01,North America,USD,165.47,67.17,48.57,8.14,11.26,0.2506,0,BS_202204_BU01_NA,108.8,253.81,4.57,96.4,943.25,1219.09,0,2022,49.73,0.30053786184806913,41.589999999999996,31.167546,161.98,1105.23,1110.29,2.7399999999999807,25.307546000000023,0.15883465228657467,353.23337050000004,560.6949999999999,1079.3216666666665,0.098,0.32727349168382003,0.22927349168382002,247.45984716666672,1.9802031407449685,Strong Creator
FP_202205_BU01_NA,2022-05-31,BU01,North America,USD,167.55,67.77,48.8,8.25,11.43,0.2471,0,BS_202205_BU01_NA,109.29,244.91,4.5,93.09,946.43,1234.62,0,2022,50.98000000000002,0.3042673828707849,42.73000000000002,32.17141700000001,156.32,1102.75,1125.33,-5.659999999999997,34.65141700000001,0.15679370339685184,358.03562750000003,568.145,1082.87,0.098,0.33063583578822947,0.23263583578822947,251.91436750000003,1.9807091499529168,Strong Creator
FP_202206_BU01_NA,2022-06-30,BU01,North America,USD,176.68,71.57,51.28,8.36,12.45,0.2444,0,BS_202206_BU01_NA,108.4,268.76,4.76,102.8,950.52,1250.08,0,2022,53.83000000000001,0.3046751188589541,45.47000000000001,34.357132000000014,170.71999999999997,1121.24,1141.6799999999998,14.399999999999977,15.867132000000037,0.16259788116075558,362.6658155,575.235,1087.1991666666665,0.098,0.33357808451226745,0.23557808451226744,256.12029716666666,1.984719288638556,Strong Creator
FP_202207_BU01_NA,2022-07-31,BU01,North America,USD,163.59,65.49,48.36,8.47,11.12,0.24685,0,BS_202207_BU01_NA,106.44,246.22,4.36,90.85,953.17,1263.5,0,2022,49.74000000000001,0.3040528149642399,41.27000000000001,31.082500500000005,159.73000000000002,1112.9,1157.06,-10.989999999999952,39.42250049999996,0.15220453585011984,366.7606410000001,581.915,1091.7141666666666,0.098,0.33594932831166896,0.23794932831166896,259.7726526666668,1.988365998470567,Strong Creator
FP_202208_BU01_NA,2022-08-31,BU01,North America,USD,165.92,66.88,48.54,8.57,10.6,0.2493,0,BS_202208_BU01_NA,104.23,251.52,4.36,93.65,955.2,1278.28,0,2022,50.49999999999999,0.3043635486981678,41.92999999999999,31.476850999999996,162.23000000000002,1117.43,1174.05,2.5,26.946850999999995,0.12495762424571133,370.09472900000003,587.725,1096.0600000000002,0.098,0.3376591874532416,0.23965918745324158,262.680849,1.997617933557361,Strong Creator
FP_202209_BU01_NA,2022-09-30,BU01,North America,USD,181.53,68.22999999999999,52.91,8.67,11.75,0.2425,0,BS_202209_BU01_NA,103.09,274.68,4.65,104.7,958.28,1294.91,0,2022,60.390000000000015,0.3326722855726327,51.72000000000001,39.177900000000015,174.63,1132.9099999999999,1191.8200000000002,12.399999999999977,23.69790000000004,0.21869020845221732,384.88475250000005,608.19,1100.8149999999998,0.098,0.3496361809204999,0.2516361809204999,277.00488250000006,1.9596178825695918,Strong Creator
FP_202210_BU01_NA,2022-10-31,BU01,North America,USD,173.76,69.58,50.89,8.78,11.2,0.2467,0,BS_202210_BU01_NA,103.43,255.09,4.43,95.67,960.7,1306.99,0,2022,53.28999999999999,0.30668738489871084,44.50999999999999,33.52938299999999,163.84999999999997,1124.55,1203.56,-10.78000000000003,41.889383000000024,0.15516553649780618,389.2781995,615.3400000000001,1105.395,0.098,0.3521620773569629,0.25416207735696295,280.9494895,1.9559268046933398,Strong Creator
FP_202211_BU01_NA,2022-11-30,BU01,North America,USD,173.71,70.17,51.88,8.88,10.73,0.2493,0,BS_202211_BU01_NA,104.94,271.52,4.57,101.71,962.55,1316.53,0,2022,51.660000000000004,0.29739220539980427,42.78,32.114946,174.38,1136.9299999999998,1211.59,10.53000000000003,19.734945999999976,0.0745391562538662,389.38501550000007,616.9900000000001,1109.9416666666668,0.098,0.3508157475242693,0.2528157475242693,280.6107321666667,1.9637109191396938,Strong Creator
FP_202212_BU01_NA,2022-12-31,BU01,North America,USD,185.88,75.12,54.16,8.98,11.5,0.2497,0,BS_202212_BU01_NA,108.29,276.22,4.68,104.62,965.07,1325.99,0,2022,56.599999999999994,0.3044975252851302,47.61999999999999,35.72928599999999,176.28000000000003,1141.3500000000001,1217.7,1.900000000000034,31.309285999999958,0.10249110320284704,391.5007675,621.0000000000001,1114.4333333333334,0.098,0.3513003028444949,0.2533003028444949,282.2863008333333,1.960869565217391,Strong Creator
FP_202301_BU01_NA,2023-01-31,BU01,North America,USD,168.44,68.28,50.86,9.09,10.33,0.2488,0,BS_202301_BU01_NA,112.66,259.26,4.45,95.94,966.31,1337.82,0,2023,49.3,0.29268582284492994,40.209999999999994,30.205751999999993,167.76999999999998,1134.08,1225.1599999999999,-8.510000000000048,37.47575200000004,0.12345761355299123,393.46146350000004,624.9300000000001,1118.6483333333333,0.104,0.35172936102945673,0.24772936102945675,277.12203683333337,1.9604755732642052,Strong Creator
FP_202302_BU01_NA,2023-02-28,BU01,North America,USD,178.57,72.26,53.03,9.19,11.65,0.2467,0,BS_202302_BU01_NA,117.42,269.67499999999995,5.01,110.86,968.77,1355.51,0,2023,53.27999999999999,0.29837038696309565,44.08999999999999,33.21299699999999,163.82499999999993,1132.5949999999998,1238.09,-3.94500000000005,34.697997000000036,0.15744101633393814,397.7821465,631.88,1121.7779166666667,0.104,0.3545997301159209,0.2505997301159209,281.1172431666667,1.9593751978223712,Strong Creator
