balance_id,period_end,business_unit_id,region,currency_code,cash_usd_m,accounts_receivable_usd_m,inventory_usd_m,accounts_payable_usd_m,net_fixed_assets_usd_m,total_debt_usd_m,outlier_flag
BS_202112_BU04_APAC,2021-12-31,BU04,Asia Pacific,USD,53.81,241.68,222.91,106.34,2030.79,1041.85,0
BS_202112_BU04_EU,2021-12-31,BU04,Europe,USD,62.73,281.69,255.05,108.35,2704.14,1273.04,0
BS_202112_BU04_LATAM,2021-12-31,BU04,Latin America,USD,22.14,107.82,91.77,43.28,846.23,421.68,0
BS_202112_BU04_NA,2021-12-31,BU04,North America,USD,75.29,352.24,339.54,159.06,3121.24,1558.11,0
BS_202112_BU05_APAC,2021-12-31,BU05,Asia Pacific,USD,56.24,117.45,0.81,35.9,276.32,549.34,0
BS_202112_BU05_EU,2021-12-31,BU05,Europe,USD,34.86,77.1,0.53,26.18,183.0,337.84,0
BS_202112_BU05_LATAM,2021-12-31,BU05,Latin America,USD,17.62,41.32,0.27,13.2,91.41,167.88,0
BS_202112_BU05_NA,2021-12-31,BU05,North America,USD,67.13,140.04,1.04,49.48,366.85,697.91,0
BS_202201_BU01_APAC,2022-01-31,BU01,Asia Pacific,USD,80.17,198.64,3.21,65.4,713.45,915.12,0
BS_202201_BU01_EU,2022-01-31,BU01,Europe,USD,62.44,154.64,2.5,54.39,565.32,694.74,0
BS_202201_BU01_LATAM,2022-01-31,BU01,Latin America,USD,26.02,71.86,1.11,24.65,245.74,296.75,0
BS_202201_BU01_NA,2022-01-31,BU01,North America,USD,98.82,229.7,4.01,84.93,934.72,1171.51,0
BS_202201_BU02_APAC,2022-01-31,BU02,Asia Pacific,USD,60.68,167.47,140.82,64.19,921.14,735.42,0
BS_202201_BU02_EU,2022-01-31,BU02,Europe,USD,67.18,189.87,156.55,77.18,1036.99,774.18,0
BS_202201_BU02_LATAM,2022-01-31,BU02,Latin America,USD,30.0,96.69,74.31,37.29,479.55,357.96,0
BS_202201_BU02_NA,2022-01-31,BU02,North America,USD,96.66,242.92,229.58,107.45,1559.73,1184.1,0
BS_202201_BU03_APAC,2022-01-31,BU03,Asia Pacific,USD,52.67,164.45,70.46,67.47,803.31,655.17,0
BS_202201_BU03_EU,2022-01-31,BU03,Europe,USD,64.2,209.63,87.61,93.42,998.28,769.09,0
BS_202201_BU03_LATAM,2022-01-31,BU03,Latin America,USD,19.76,70.19,28.29,29.73,319.38,246.11,0
BS_202201_BU03_NA,2022-01-31,BU03,North America,USD,114.8,359.79,159.91,162.5,1879.66,1471.93,0
BS_202201_BU04_APAC,2022-01-31,BU04,Asia Pacific,USD,53.53,226.29,209.17,100.38,2033.19,1048.16,0
BS_202201_BU04_EU,2022-01-31,BU04,Europe,USD,64.08,276.26,251.34,149.41,2707.15,1277.63,0
BS_202201_BU04_LATAM,2022-01-31,BU04,Latin America,USD,21.54,106.25,89.05,52.76,847.1,424.48,0
BS_202201_BU04_NA,2022-01-31,BU04,North America,USD,78.13,347.66,330.0,187.5,3125.14,1573.48,0
BS_202201_BU05_APAC,2022-01-31,BU05,Asia Pacific,USD,56.79,103.68,0.73,30.8,276.88,557.47,0
BS_202201_BU05_EU,2022-01-31,BU05,Europe,USD,36.11,67.51,0.47,21.76,183.27,342.57,0
BS_202201_BU05_LATAM,2022-01-31,BU05,Latin America,USD,17.31,35.5,0.23,10.9,91.53,169.76,0
BS_202201_BU05_NA,2022-01-31,BU05,North America,USD,70.5,127.24,0.96,43.67,367.71,712.21,0
BS_202202_BU01_APAC,2022-02-28,BU01,Asia Pacific,USD,79.6,215.07,3.4,72.17,715.08,928.03,0
BS_202202_BU01_EU,2022-02-28,BU01,Europe,USD,63.63,163.34,2.65,59.07,566.52,703.51,0
BS_202202_BU01_LATAM,2022-02-28,BU01,Latin America,USD,25.52,79.12,1.18,27.74,246.29,301.5,0
BS_202202_BU01_NA,2022-02-28,BU01,North America,USD,102.98,249.99,4.41,96.2,936.84,1188.42,0
BS_202202_BU02_APAC,2022-02-28,BU02,Asia Pacific,USD,59.74,175.0,141.07,102.14,921.89,735.69,0
BS_202202_BU02_EU,2022-02-28,BU02,Europe,USD,67.85,194.67,157.63,122.77,1037.85,770.85,0
BS_202202_BU02_LATAM,2022-02-28,BU02,Latin America,USD,29.18,101.48,73.82,58.52,480.02,358.08,0
BS_202202_BU02_NA,2022-02-28,BU02,North America,USD,99.8,253.52,231.04,172.32,1560.85,1183.89,0
BS_202202_BU03_APAC,2022-02-28,BU03,Asia Pacific,USD,51.91,173.7,73.4,75.38,804.98,661.75,0
BS_202202_BU03_EU,2022-02-28,BU03,Europe,USD,65.01,222.25,94.17,108.03,1000.42,778.31,0
BS_202202_BU03_LATAM,2022-02-28,BU03,Latin America,USD,19.26,76.94,30.1,35.38,320.08,249.36,0
BS_202202_BU03_NA,2022-02-28,BU03,North America,USD,119.17,397.49,176.8,206.93,1884.13,1490.44,0
BS_202202_BU04_APAC,2022-02-28,BU04,Asia Pacific,USD,52.63,251.02,226.11,163.49,2036.05,1052.99,0
BS_202202_BU04_EU,2022-02-28,BU04,Europe,USD,64.73,306.01,275.01,216.31,2710.43,1286.18,0
BS_202202_BU04_LATAM,2022-02-28,BU04,Latin America,USD,20.9,115.28,95.46,74.75,848.25,427.2,0
BS_202202_BU04_NA,2022-02-28,BU04,North America,USD,80.64,367.78,351.53,254.76,3129.87,1583.04,0
BS_202202_BU05_APAC,2022-02-28,BU05,Asia Pacific,USD,56.17,107.66,0.74,32.76,277.45,562.76,0
BS_202202_BU05_EU,2022-02-28,BU05,Europe,USD,36.91,73.9,0.51,24.55,183.6,348.98,0
BS_202202_BU05_LATAM,2022-02-28,BU05,Latin America,USD,16.9,38.58,0.25,12.42,91.7,171.48,0
BS_202202_BU05_NA,2022-02-28,BU05,North America,USD,73.7,137.87,1.03,48.5,368.58,725.18,0
BS_202203_BU01_APAC,2022-03-31,BU01,Asia Pacific,USD,78.49,212.39,3.36,70.94,717.71,940.94,0
BS_202203_BU01_EU,2022-03-31,BU01,Europe,USD,64.13,165.19,2.66,59.72,568.24,714.62,0
BS_202203_BU01_LATAM,2022-03-31,BU01,Latin America,USD,25.19,77.59,1.16,27.1,247.2,305.4,0
BS_202203_BU01_NA,2022-03-31,BU01,North America,USD,106.66,250.72,4.47,95.95,940.13,1204.47,0
BS_202203_BU02_APAC,2022-03-31,BU02,Asia Pacific,USD,58.31,165.05,131.86,88.65,923.28,737.44,0
BS_202203_BU02_EU,2022-03-31,BU02,Europe,USD,67.71,193.74,157.08,125.37,1040.22,773.56,0
BS_202203_BU02_LATAM,2022-03-31,BU02,Latin America,USD,28.61,98.1,69.61,53.59,480.69,359.36,0
BS_202203_BU02_NA,2022-03-31,BU02,North America,USD,102.09,253.7,228.02,172.06,1563.8,1183.96,0
BS_202203_BU03_APAC,2022-03-31,BU03,Asia Pacific,USD,50.6,168.56,70.42,63.94,807.29,665.36,0
BS_202203_BU03_EU,2022-03-31,BU03,Europe,USD,64.85,210.96,90.69,86.31,1003.22,784.21,0
BS_202203_BU03_LATAM,2022-03-31,BU03,Latin America,USD,18.87,72.34,28.57,28.09,320.97,250.96,0
BS_202203_BU03_NA,2022-03-31,BU03,North America,USD,122.44,388.02,172.84,167.58,1889.88,1505.08,0
BS_202203_BU04_APAC,2022-03-31,BU04,Asia Pacific,USD,51.31,248.85,226.42,136.51,2040.29,1060.45,0
BS_202203_BU04_EU,2022-03-31,BU04,Europe,USD,64.3,302.86,276.21,175.63,2714.19,1294.7,0
BS_202203_BU04_LATAM,2022-03-31,BU04,Latin America,USD,20.36,114.0,93.9,60.01,849.9,430.46,0
BS_202203_BU04_NA,2022-03-31,BU04,North America,USD,82.49,354.98,351.84,213.42,3136.71,1593.32,0
BS_202203_BU05_APAC,2022-03-31,BU05,Asia Pacific,USD,55.29,106.81,0.72,32.44,278.34,570.24,0
BS_202203_BU05_EU,2022-03-31,BU05,Europe,USD,37.1,70.48,0.49,23.61,184.07,353.0,0
BS_202203_BU05_LATAM,2022-03-31,BU05,Latin America,USD,16.7,39.61,0.25,12.67,92.01,173.94,0
BS_202203_BU05_NA,2022-03-31,BU05,North America,USD,76.0,127.44,0.99,44.85,369.81,732.28,0
BS_202204_BU01_APAC,2022-04-30,BU01,Asia Pacific,USD,77.24,216.41,3.46,73.26,720.54,956.9,0
BS_202204_BU01_EU,2022-04-30,BU01,Europe,USD,63.53,168.39,2.71,60.65,569.95,722.7,0
BS_202204_BU01_LATAM,2022-04-30,BU01,Latin America,USD,25.16,78.03,1.17,27.15,247.99,308.85,0
BS_202204_BU01_NA,2022-04-30,BU01,North America,USD,108.8,253.81,4.57,96.4,943.25,1219.09,0
BS_202204_BU02_APAC,2022-04-30,BU02,Asia Pacific,USD,56.77,179.49,257.02,116.56,925.2,740.84,1
BS_202204_BU02_EU,2022-04-30,BU02,Europe,USD,66.77,199.82,163.11,137.76,1042.53,779.39,0
BS_202204_BU02_LATAM,2022-04-30,BU02,Latin America,USD,28.31,102.1,72.89,66.45,481.73,359.24,0
BS_202204_BU02_NA,2022-04-30,BU02,North America,USD,103.1,264.9,236.0,190.31,1566.43,1188.44,0
BS_202204_BU03_APAC,2022-04-30,BU03,Asia Pacific,USD,49.27,169.85,71.07,69.93,809.6,669.54,0
BS_202204_BU03_EU,2022-04-30,BU03,Europe,USD,63.89,213.15,91.31,93.25,1005.82,788.9,0
BS_202204_BU03_LATAM,2022-04-30,BU03,Latin America,USD,18.71,73.22,28.71,30.87,321.79,252.28,0
BS_202204_BU03_NA,2022-04-30,BU03,North America,USD,124.52,405.3,179.21,188.12,1895.77,1522.48,0
BS_202204_BU04_APAC,2022-04-30,BU04,Asia Pacific,USD,49.9,268.91,237.85,162.61,2045.07,1067.17,0
BS_202204_BU04_EU,2022-04-30,BU04,Europe,USD,63.14,318.66,289.37,202.94,2718.7,1300.52,0
BS_202204_BU04_LATAM,2022-04-30,BU04,Latin America,USD,20.06,118.06,98.1,72.0,851.77,429.98,0
BS_202204_BU04_NA,2022-04-30,BU04,North America,USD,83.27,362.29,367.07,241.15,3143.47,1599.73,0
BS_202204_BU05_APAC,2022-04-30,BU05,Asia Pacific,USD,54.35,110.39,0.74,33.78,279.25,578.97,0
BS_202204_BU05_EU,2022-04-30,BU05,Europe,USD,36.79,71.45,0.5,23.96,184.66,357.11,0
BS_202204_BU05_LATAM,2022-04-30,BU05,Latin America,USD,16.7,38.98,0.25,12.46,92.33,176.36,0
BS_202204_BU05_NA,2022-04-30,BU05,North America,USD,77.03,132.04,1.02,46.32,370.93,737.61,0
BS_202205_BU01_APAC,2022-05-31,BU01,Asia Pacific,USD,76.21,205.48,3.3,69.1,722.81,965.59,0
BS_202205_BU01_EU,2022-05-31,BU01,Europe,USD,62.15,163.8,2.57,57.32,571.58,727.12,0
BS_202205_BU01_LATAM,2022-05-31,BU01,Latin America,USD,25.4,73.36,1.09,25.06,248.58,309.33,0
BS_202205_BU01_NA,2022-05-31,BU01,North America,USD,109.29,244.91,4.5,93.09,946.43,1234.62,0
BS_202205_BU02_APAC,2022-05-31,BU02,Asia Pacific,USD,55.66,187.14,141.23,113.78,927.68,748.73,0
BS_202205_BU02_EU,2022-05-31,BU02,Europe,USD,65.08,197.57,160.67,123.67,1044.92,784.23,0
BS_202205_BU02_LATAM,2022-05-31,BU02,Latin America,USD,28.59,104.33,74.94,66.11,482.98,363.13,0
BS_202205_BU02_NA,2022-05-31,BU02,North America,USD,102.67,271.83,241.93,191.69,1569.81,1198.76,0
BS_202205_BU03_APAC,2022-05-31,BU03,Asia Pacific,USD,48.24,166.93,67.74,62.66,811.9,672.0,0
BS_202205_BU03_EU,2022-05-31,BU03,Europe,USD,62.2,203.39,87.15,82.72,1008.47,791.62,0
BS_202205_BU03_LATAM,2022-05-31,BU03,Latin America,USD,18.81,68.03,26.67,25.25,322.57,252.95,0
BS_202205_BU03_NA,2022-05-31,BU03,North America,USD,124.45,374.9,169.95,153.62,1900.47,1531.78,0
BS_202205_BU04_APAC,2022-05-31,BU04,Asia Pacific,USD,48.72,270.7,235.26,141.71,2050.13,1073.12,0
BS_202205_BU04_EU,2022-05-31,BU04,Europe,USD,61.41,313.34,283.29,169.48,2722.58,1307.24,0
BS_202205_BU04_LATAM,2022-05-31,BU04,Latin America,USD,20.05,116.14,96.85,62.19,853.57,430.33,0
BS_202205_BU04_NA,2022-05-31,BU04,North America,USD,82.77,363.77,366.87,217.62,3150.49,1609.33,0
BS_202205_BU05_APAC,2022-05-31,BU05,Asia Pacific,USD,53.59,110.94,0.72,33.43,280.23,584.73,0
BS_202205_BU05_EU,2022-05-31,BU05,Europe,USD,36.29,72.99,0.5,24.46,185.32,363.12,0
BS_202205_BU05_LATAM,2022-05-31,BU05,Latin America,USD,17.02,39.35,0.25,12.55,92.63,179.07,0
BS_202205_BU05_NA,2022-05-31,BU05,North America,USD,77.22,129.34,0.99,45.08,372.0,745.01,0
BS_202206_BU01_APAC,2022-06-30,BU01,Asia Pacific,USD,76.17,220.46,3.45,74.72,725.64,975.13,0
BS_202206_BU01_EU,2022-06-30,BU01,Europe,USD,60.99,177.79,2.76,64.12,573.58,737.03,0
BS_202206_BU01_LATAM,2022-06-30,BU01,Latin America,USD,26.21,82.66,1.2,28.86,249.47,313.82,0
BS_202206_BU01_NA,2022-06-30,BU01,North America,USD,108.4,268.76,4.76,102.8,950.52,1250.08,0
BS_202206_BU02_APAC,2022-06-30,BU02,Asia Pacific,USD,55.54,199.48,149.01,127.92,930.22,757.34,0
BS_202206_BU02_EU,2022-06-30,BU02,Europe,USD,63.08,203.69,163.15,134.23,1046.79,784.16,0
BS_202206_BU02_LATAM,2022-06-30,BU02,Latin America,USD,29.18,103.5,76.56,65.55,484.11,363.19,0
BS_202206_BU02_NA,2022-06-30,BU02,North America,USD,100.86,289.83,253.64,211.21,1573.13,1206.32,0
BS_202206_BU03_APAC,2022-06-30,BU03,Asia Pacific,USD,47.9,174.48,69.79,73.38,814.11,674.76,0
BS_202206_BU03_EU,2022-06-30,BU03,Europe,USD,60.6,208.45,89.45,95.5,1010.88,795.47,0
BS_202206_BU03_LATAM,2022-06-30,BU03,Latin America,USD,19.26,72.09,27.87,31.89,323.36,254.31,0
BS_202206_BU03_NA,2022-06-30,BU03,North America,USD,122.64,386.41,174.7,179.92,1906.07,1540.87,0
BS_202206_BU04_APAC,2022-06-30,BU04,Asia Pacific,USD,48.49,279.51,241.75,160.42,2054.71,1077.37,0
BS_202206_BU04_EU,2022-06-30,BU04,Europe,USD,59.63,330.27,297.73,213.16,2726.56,1305.99,0
BS_202206_BU04_LATAM,2022-06-30,BU04,Latin America,USD,20.39,120.4,100.6,72.49,855.43,429.17,0
BS_202206_BU04_NA,2022-06-30,BU04,North America,USD,81.43,376.82,381.4,248.88,3157.65,1618.32,0
BS_202206_BU05_APAC,2022-06-30,BU05,Asia Pacific,USD,53.97,122.38,0.78,37.46,281.55,595.15,0
BS_202206_BU05_EU,2022-06-30,BU05,Europe,USD,35.86,78.78,0.54,26.82,186.13,370.34,0
BS_202206_BU05_LATAM,2022-06-30,BU05,Latin America,USD,17.63,41.2,0.26,13.35,92.98,181.88,0
BS_202206_BU05_NA,2022-06-30,BU05,North America,USD,76.94,142.58,1.09,50.91,373.58,757.7,0
BS_202207_BU01_APAC,2022-07-31,BU01,Asia Pacific,USD,77.41,204.02,3.24,68.21,727.57,983.02,0
BS_202207_BU01_EU,2022-07-31,BU01,Europe,USD,60.35,163.42,2.61,58.8,575.17,746.63,0
BS_202207_BU01_LATAM,2022-07-31,BU01,Latin America,USD,27.34,77.64,1.14,26.55,250.2,318.07,0
BS_202207_BU01_NA,2022-07-31,BU01,North America,USD,106.44,246.22,4.36,90.85,953.17,1263.5,0
BS_202207_BU02_APAC,2022-07-31,BU02,Asia Pacific,USD,56.14,189.41,145.02,105.75,932.29,762.74,0
BS_202207_BU02_EU,2022-07-31,BU02,Europe,USD,61.38,194.66,155.77,113.58,1048.38,783.54,0
BS_202207_BU02_LATAM,2022-07-31,BU02,Latin America,USD,30.11,103.91,75.73,60.55,485.04,364.44,0
BS_202207_BU02_NA,2022-07-31,BU02,North America,USD,97.69,264.4,237.97,156.99,1575.5,1206.67,0
BS_202207_BU03_APAC,2022-07-31,BU03,Asia Pacific,USD,48.29,167.78,67.6,64.73,816.03,677.01,0
BS_202207_BU03_EU,2022-07-31,BU03,Europe,USD,59.35,202.91,84.91,81.83,1013.11,799.67,0
BS_202207_BU03_LATAM,2022-07-31,BU03,Latin America,USD,19.85,69.9,27.08,27.82,323.94,254.73,0
BS_202207_BU03_NA,2022-07-31,BU03,North America,USD,119.47,359.27,163.61,145.61,1910.53,1546.79,0
BS_202207_BU04_APAC,2022-07-31,BU04,Asia Pacific,USD,49.02,261.03,227.12,117.34,2058.69,1085.75,0
BS_202207_BU04_EU,2022-07-31,BU04,Europe,USD,57.99,299.25,270.15,128.04,2730.35,1308.37,0
BS_202207_BU04_LATAM,2022-07-31,BU04,Latin America,USD,20.94,110.13,93.46,48.82,856.75,429.85,0
BS_202207_BU04_NA,2022-07-31,BU04,North America,USD,79.21,346.6,350.48,161.41,3162.99,1627.63,0
BS_202207_BU05_APAC,2022-07-31,BU05,Asia Pacific,USD,55.14,118.42,0.77,35.97,282.61,605.03,0
BS_202207_BU05_EU,2022-07-31,BU05,Europe,USD,35.8,76.21,0.53,25.82,186.96,378.92,0
BS_202207_BU05_LATAM,2022-07-31,BU05,Latin America,USD,18.51,42.09,0.26,13.44,93.33,186.14,0
BS_202207_BU05_NA,2022-07-31,BU05,North America,USD,75.88,133.94,1.04,47.2,374.74,770.1,0
BS_202208_BU01_APAC,2022-08-31,BU01,Asia Pacific,USD,80.01,207.99,3.28,69.54,729.56,997.75,0
BS_202208_BU01_EU,2022-08-31,BU01,Europe,USD,60.31,166.71,2.63,59.88,576.45,755.45,0
BS_202208_BU01_LATAM,2022-08-31,BU01,Latin America,USD,28.56,79.48,1.19,27.38,250.85,323.24,0
BS_202208_BU01_NA,2022-08-31,BU01,North America,USD,104.23,251.52,4.36,93.65,955.2,1278.28,0
BS_202208_BU02_APAC,2022-08-31,BU02,Asia Pacific,USD,57.39,187.52,153.93,121.55,933.9,762.96,0
BS_202208_BU02_EU,2022-08-31,BU02,Europe,USD,60.67,202.73,168.09,145.29,1050.01,781.85,0
BS_202208_BU02_LATAM,2022-08-31,BU02,Latin America,USD,31.18,108.81,82.7,74.22,485.95,366.41,0
BS_202208_BU02_NA,2022-08-31,BU02,North America,USD,95.03,282.1,257.51,213.19,1578.27,1209.2,0
BS_202208_BU03_APAC,2022-08-31,BU03,Asia Pacific,USD,49.7,173.91,70.44,74.5,818.12,684.34,0
BS_202208_BU03_EU,2022-08-31,BU03,Europe,USD,58.9,206.07,85.29,90.54,1015.27,802.83,0
BS_202208_BU03_LATAM,2022-08-31,BU03,Latin America,USD,20.57,73.22,28.3,32.05,324.58,256.84,0
BS_202208_BU03_NA,2022-08-31,BU03,North America,USD,116.57,373.67,167.38,173.13,1915.1,1558.97,0
BS_202208_BU04_APAC,2022-08-31,BU04,Asia Pacific,USD,50.06,252.78,222.11,126.88,2061.48,1086.93,0
BS_202208_BU04_EU,2022-08-31,BU04,Europe,USD,57.3,292.77,262.11,153.21,2733.42,1305.51,0
BS_202208_BU04_LATAM,2022-08-31,BU04,Latin America,USD,21.65,111.34,94.68,62.42,858.02,430.07,0
BS_202208_BU04_NA,2022-08-31,BU04,North America,USD,76.96,351.73,347.73,204.75,3168.05,1629.75,0
BS_202208_BU05_APAC,2022-08-31,BU05,Asia Pacific,USD,56.99,120.04,0.78,36.2,283.65,613.67,0
BS_202208_BU05_EU,2022-08-31,BU05,Europe,USD,36.17,79.07,0.54,26.74,187.62,387.45,0
BS_202208_BU05_LATAM,2022-08-31,BU05,Latin America,USD,19.4,42.44,0.27,13.41,93.6,190.01,0
BS_202208_BU05_NA,2022-08-31,BU05,North America,USD,74.84,138.43,1.08,49.39,376.28,784.33,0
BS_202209_BU01_APAC,2022-09-30,BU01,Asia Pacific,USD,83.62,232.71,3.61,79.64,731.91,1013.72,0
BS_202209_BU01_EU,2022-09-30,BU01,Europe,USD,61.4,183.22,2.8,66.66,577.88,764.57,0
BS_202209_BU01_LATAM,2022-09-30,BU01,Latin America,USD,29.62,86.06,1.28,30.09,251.53,327.81,0
BS_202209_BU01_NA,2022-09-30,BU01,North America,USD,103.09,274.68,4.65,104.7,958.28,1294.91,0
BS_202209_BU02_APAC,2022-09-30,BU02,Asia Pacific,USD,59.5,204.87,178.13,153.56,935.7,769.35,0
BS_202209_BU02_EU,2022-09-30,BU02,Europe,USD,61.27,221.68,192.34,175.21,1051.98,785.89,0
BS_202209_BU02_LATAM,2022-09-30,BU02,Latin America,USD,32.14,113.84,94.46,85.62,486.99,368.33,0
BS_202209_BU02_NA,2022-09-30,BU02,North America,USD,92.92,295.84,286.46,239.0,1580.96,1212.88,0
BS_202209_BU03_APAC,2022-09-30,BU03,Asia Pacific,USD,51.51,182.07,73.12,77.6,819.81,691.62,0
BS_202209_BU03_EU,2022-09-30,BU03,Europe,USD,59.46,214.44,87.85,98.15,1016.81,805.44,0
BS_202209_BU03_LATAM,2022-09-30,BU03,Latin America,USD,21.19,77.29,30.0,34.81,325.2,259.18,0
BS_202209_BU03_NA,2022-09-30,BU03,North America,USD,114.75,384.24,170.3,178.61,1919.0,1572.46,0
BS_202209_BU04_APAC,2022-09-30,BU04,Asia Pacific,USD,51.8,284.72,247.55,192.37,2065.53,1087.63,0
BS_202209_BU04_EU,2022-09-30,BU04,Europe,USD,57.59,314.46,278.85,208.39,2736.46,1298.99,0
BS_202209_BU04_LATAM,2022-09-30,BU04,Latin America,USD,22.24,123.79,106.08,87.52,859.71,429.69,0
BS_202209_BU04_NA,2022-09-30,BU04,North America,USD,75.57,394.59,381.94,291.87,3173.86,1631.2,0
BS_202209_BU05_APAC,2022-09-30,BU05,Asia Pacific,USD,59.28,120.99,0.79,36.5,284.39,619.96,0
BS_202209_BU05_EU,2022-09-30,BU05,Europe,USD,36.75,78.8,0.54,26.49,188.09,390.83,0
BS_202209_BU05_LATAM,2022-09-30,BU05,Latin America,USD,20.17,45.01,0.28,14.3,93.91,193.4,0
BS_202209_BU05_NA,2022-09-30,BU05,North America,USD,74.12,143.68,1.11,52.12,377.66,793.84,0
BS_202210_BU01_APAC,2022-10-31,BU01,Asia Pacific,USD,87.32,217.61,3.48,72.42,733.45,1024.28,0
BS_202210_BU01_EU,2022-10-31,BU01,Europe,USD,63.56,185.34,2.79,65.63,579.34,774.55,0
BS_202210_BU01_LATAM,2022-10-31,BU01,Latin America,USD,30.44,83.13,1.27,28.72,252.14,331.69,0
BS_202210_BU01_NA,2022-10-31,BU01,North America,USD,103.43,255.09,4.43,95.67,960.7,1306.99,0
BS_202210_BU02_APAC,2022-10-31,BU02,Asia Pacific,USD,61.73,222.72,194.11,153.56,938.57,776.7,0
BS_202210_BU02_EU,2022-10-31,BU02,Europe,USD,63.04,244.58,211.36,182.07,1054.99,793.64,0
BS_202210_BU02_LATAM,2022-10-31,BU02,Latin America,USD,32.7,124.19,103.51,87.93,488.36,371.52,0
BS_202210_BU02_NA,2022-10-31,BU02,North America,USD,92.18,326.6,310.98,252.76,1584.87,1217.65,0
BS_202210_BU03_APAC,2022-10-31,BU03,Asia Pacific,USD,53.5,175.54,72.75,70.56,821.18,695.58,0
BS_202210_BU03_EU,2022-10-31,BU03,Europe,USD,61.0,213.92,87.42,92.65,1018.35,806.97,0
BS_202210_BU03_LATAM,2022-10-31,BU03,Latin America,USD,21.62,76.39,29.88,31.27,325.87,261.24,0
BS_202210_BU03_NA,2022-10-31,BU03,North America,USD,114.52,372.21,166.59,163.2,1922.55,1578.94,0
BS_202210_BU04_APAC,2022-10-31,BU04,Asia Pacific,USD,53.67,278.61,249.23,152.69,2069.46,1095.18,0
BS_202210_BU04_EU,2022-10-31,BU04,Europe,USD,58.79,322.44,283.49,190.89,2738.96,1298.67,0
BS_202210_BU04_LATAM,2022-10-31,BU04,Latin America,USD,22.64,120.91,105.1,64.9,861.17,433.53,0
BS_202210_BU04_NA,2022-10-31,BU04,North America,USD,75.18,399.45,379.2,233.07,3179.82,1641.45,0
BS_202210_BU05_APAC,2022-10-31,BU05,Asia Pacific,USD,61.78,119.09,0.81,36.48,285.15,627.09,0
BS_202210_BU05_EU,2022-10-31,BU05,Europe,USD,37.95,80.89,0.54,27.0,188.56,395.15,0
BS_202210_BU05_LATAM,2022-10-31,BU05,Latin America,USD,20.62,43.79,0.28,13.86,94.19,195.22,0
BS_202210_BU05_NA,2022-10-31,BU05,North America,USD,74.49,140.69,1.1,50.75,378.83,802.27,0
BS_202211_BU01_APAC,2022-11-30,BU01,Asia Pacific,USD,90.16,233.3,3.67,77.39,735.18,1036.94,0
BS_202211_BU01_EU,2022-11-30,BU01,Europe,USD,66.15,190.98,2.87,67.29,580.45,784.31,0
BS_202211_BU01_LATAM,2022-11-30,BU01,Latin America,USD,30.61,84.54,1.32,29.65,252.67,335.49,0
BS_202211_BU01_NA,2022-11-30,BU01,North America,USD,104.94,271.52,4.57,101.71,962.55,1316.53,0
BS_202211_BU02_APAC,2022-11-30,BU02,Asia Pacific,USD,63.5,251.07,207.33,168.13,941.98,782.16,0
BS_202211_BU02_EU,2022-11-30,BU02,Europe,USD,65.64,294.0,237.18,225.15,1059.56,807.03,0
BS_202211_BU02_LATAM,2022-11-30,BU02,Latin America,USD,32.78,142.95,112.47,100.31,490.21,376.18,0
BS_202211_BU02_NA,2022-11-30,BU02,North America,USD,93.03,376.05,332.98,285.05,1590.8,1222.13,0
BS_202211_BU03_APAC,2022-11-30,BU03,Asia Pacific,USD,55.06,178.2,74.85,75.23,822.79,700.59,0
BS_202211_BU03_EU,2022-11-30,BU03,Europe,USD,63.1,220.24,91.15,101.74,1019.83,811.06,0
BS_202211_BU03_LATAM,2022-11-30,BU03,Latin America,USD,21.66,79.15,30.76,33.83,326.41,263.02,0
BS_202211_BU03_NA,2022-11-30,BU03,North America,USD,116.24,391.35,172.65,185.74,1925.82,1591.94,0
BS_202211_BU04_APAC,2022-11-30,BU04,Asia Pacific,USD,54.92,268.83,249.9,145.02,2071.81,1093.88,0
BS_202211_BU04_EU,2022-11-30,BU04,Europe,USD,60.36,313.89,285.19,180.95,2741.35,1293.62,0
BS_202211_BU04_LATAM,2022-11-30,BU04,Latin America,USD,22.53,119.8,105.1,64.81,862.48,432.7,0
BS_202211_BU04_NA,2022-11-30,BU04,North America,USD,75.57,398.21,382.26,239.46,3184.84,1630.7,0
BS_202211_BU05_APAC,2022-11-30,BU05,Asia Pacific,USD,63.68,131.73,0.9,40.97,286.03,635.13,0
BS_202211_BU05_EU,2022-11-30,BU05,Europe,USD,39.52,83.19,0.57,28.32,189.17,400.84,0
BS_202211_BU05_LATAM,2022-11-30,BU05,Latin America,USD,20.88,47.63,0.31,15.32,94.55,199.5,0
BS_202211_BU05_NA,2022-11-30,BU05,North America,USD,76.05,153.2,1.17,55.24,379.96,813.72,0
BS_202212_BU01_APAC,2022-12-31,BU01,Asia Pacific,USD,92.3,240.76,3.79,80.14,737.37,1052.02,0
BS_202212_BU01_EU,2022-12-31,BU01,Europe,USD,68.69,185.15,2.91,66.31,581.75,789.2,0
BS_202212_BU01_LATAM,2022-12-31,BU01,Latin America,USD,30.43,87.54,1.33,30.23,253.42,340.35,0
BS_202212_BU01_NA,2022-12-31,BU01,North America,USD,108.29,276.22,4.68,104.62,965.07,1325.99,0
BS_202212_BU02_APAC,2022-12-31,BU02,Asia Pacific,USD,64.35,254.9,204.5,148.51,945.74,783.82,0
BS_202212_BU02_EU,2022-12-31,BU02,Europe,USD,68.54,302.07,235.33,189.1,1064.13,822.05,0
