performance_id,period_end,business_unit_id,region,currency_code,revenue_usd_m,cogs_usd_m,operating_expense_usd_m,depreciation_amortization_usd_m,capex_usd_m,effective_tax_rate
FP_202112_BU05_LATAM,2021-12-31,BU05,Latin America,USD,25.71,10.23,7.18,0.96,1.24,0.2686
FP_202112_BU05_NA,2021-12-31,BU05,North America,USD,106.54,41.44,28.26,3.85,5.20,0.2441
FP_202201_BU01_APAC,2022-01-31,BU01,Asia Pacific,USD,121.60,48.10,35.50,5.99,7.81,0.2196
FP_202201_BU01_EU,2022-01-31,BU01,Europe,USD,91.30,37.16,27.30,4.75,5.75,0.2569
FP_202201_BU01_LATAM,2022-01-31,BU01,Latin America,USD,40.27,16.68,11.98,2.06,2.52,0.2725
FP_202201_BU01_NA,2022-01-31,BU01,North America,USD,149.93,60.73,43.83,7.85,9.43,0.2472
FP_202201_BU02_APAC,2022-01-31,BU02,Asia Pacific,USD,99.25,59.50,22.24,5.51,6.04,0.2281
FP_202201_BU02_EU,2022-01-31,BU02,Europe,USD,109.41,66.96,24.86,6.20,6.57,0.2584
FP_202201_BU02_LATAM,2022-01-31,BU02,Latin America,USD,51.71,31.80,11.77,2.87,3.26,0.2749
FP_202201_BU02_NA,2022-01-31,BU02,North America,USD,163.66,99.20,37.52,9.33,10.13,0.2458
FP_202201_BU03_APAC,2022-01-31,BU03,Asia Pacific,USD,85.75,41.05,23.09,4.86,6.72,0.2216
FP_202201_BU03_EU,2022-01-31,BU03,Europe,USD,105.01,51.46,27.40,6.04,8.08,0.2582
FP_202201_BU03_LATAM,2022-01-31,BU03,Latin America,USD,33.82,16.71,8.95,1.93,2.60,0.2726
FP_202201_BU03_NA,2022-01-31,BU03,North America,USD,196.35,95.37,52.13,11.37,15.19,0.2520
FP_202201_BU04_APAC,2022-01-31,BU04,Asia Pacific,USD,109.23,67.27,20.80,7.76,10.16,0.2224
FP_202201_BU04_EU,2022-01-31,BU04,Europe,USD,130.87,82.24,24.71,10.33,13.34,0.2526
FP_202201_BU04_LATAM,2022-01-31,BU04,Latin America,USD,46.42,29.35,8.67,3.23,4.10,0.2734
FP_202201_BU04_NA,2022-01-31,BU04,North America,USD,174.95,109.64,32.95,11.93,15.83,0.2466
FP_202201_BU05_APAC,2022-01-31,BU05,Asia Pacific,USD,68.48,26.27,,2.94,3.50,0.2247
FP_202201_BU05_EU,2022-01-31,BU05,Europe,USD,43.37,17.04,12.46,1.95,2.22,0.2560
FP_202201_BU05_LATAM,2022-01-31,BU05,Latin America,USD,21.39,8.43,6.22,0.97,1.09,0.2706
FP_202201_BU05_NA,2022-01-31,BU05,North America,USD,93.26,36.26,26.29,3.91,4.77,0.2426
FP_202202_BU01_APAC,2022-02-28,BU01,Asia Pacific,USD,119.60,47.62,35.81,6.06,7.69,0.2252
FP_202202_BU01_EU,2022-02-28,BU01,Europe,USD,90.05,36.67,26.89,4.80,6.00,0.2565
FP_202202_BU01_LATAM,2022-02-28,BU01,Latin America,USD,40.86,16.90,12.14,2.09,2.64,0.2710
FP_202202_BU01_NA,2022-02-28,BU01,North America,USD,154.28,62.59,45.36,7.94,10.06,0.2474
FP_202202_BU02_APAC,2022-02-28,BU02,Asia Pacific,USD,100.20,59.89,22.72,5.54,6.29,0.2281
FP_202202_BU02_EU,2022-02-28,BU02,Europe,USD,109.78,67.17,24.78,6.24,7.10,0.2585
FP_202202_BU02_LATAM,2022-02-28,BU02,Latin America,USD,52.27,32.01,11.76,2.89,3.36,0.2748
FP_202202_BU02_NA,2022-02-28,BU02,North America,USD,164.00,99.62,36.99,9.39,10.51,0.2441
FP_202202_BU03_APAC,2022-02-28,BU03,Asia Pacific,USD,83.06,39.45,22.35,4.90,6.57,0.2249
FP_202202_BU03_EU,2022-02-28,BU03,Europe,USD,103.85,51.03,27.66,6.08,8.22,0.2590
FP_202202_BU03_LATAM,2022-02-28,BU03,Latin America,USD,33.91,16.69,9.03,1.95,2.65,0.2679
FP_202202_BU03_NA,2022-02-28,BU03,North America,USD,200.28,97.71,53.17,11.46,15.93,0.2453
FP_202202_BU04_APAC,2022-02-28,BU04,Asia Pacific,USD,113.86,70.16,21.43,7.80,10.66,0.2244
FP_202202_BU04_EU,2022-02-28,BU04,Europe,USD,136.79,85.92,25.16,10.38,13.66,0.2576
FP_202202_BU04_LATAM,2022-02-28,BU04,Latin America,USD,48.01,30.33,8.73,3.25,4.40,0.2716
FP_202202_BU04_NA,2022-02-28,BU04,North America,USD,175.24,109.95,32.23,11.99,16.72,0.2430
FP_202202_BU05_APAC,2022-02-28,BU05,Asia Pacific,USD,66.56,25.39,19.39,2.98,3.55,0.2290
FP_202202_BU05_EU,2022-02-28,BU05,Europe,USD,44.55,17.46,12.71,1.97,2.30,0.2558
FP_202202_BU05_LATAM,2022-02-28,BU05,Latin America,USD,21.81,8.72,6.27,0.98,1.15,0.2722
FP_202202_BU05_NA,2022-02-28,BU05,North America,USD,93.22,36.39,26.27,3.96,4.83,0.2502
FP_202203_BU01_APAC,2022-03-31,BU01,Asia Pacific,USD,130.18,51.98,37.78,6.14,8.77,0.2267
FP_202203_BU01_EU,2022-03-31,BU01,Europe,USD,100.01,40.95,28.30,4.86,6.58,0.2572
FP_202203_BU01_LATAM,2022-03-31,BU01,Latin America,USD,44.19,18.36,12.58,2.11,3.02,0.2701
FP_202203_BU01_NA,2022-03-31,BU01,North America,USD,171.55,69.47,49.50,8.04,11.33,0.2466
FP_202203_BU02_APAC,2022-03-31,BU02,Asia Pacific,USD,110.40,66.22,24.06,5.58,6.97,0.2229
FP_202203_BU02_EU,2022-03-31,BU02,Europe,USD,129.13,79.12,27.17,6.29,8.66,0.2610
FP_202203_BU02_LATAM,2022-03-31,BU02,Latin America,USD,58.14,35.81,12.73,2.91,3.58,0.2733
FP_202203_BU02_NA,2022-03-31,BU02,North America,USD,189.67,115.16,40.89,9.46,12.41,0.2481
FP_202203_BU03_APAC,2022-03-31,BU03,Asia Pacific,USD,87.31,41.33,23.00,4.94,7.25,0.2250
FP_202203_BU03_EU,2022-03-31,BU03,Europe,USD,107.86,52.53,28.62,6.14,8.94,0.2573
FP_202203_BU03_LATAM,2022-03-31,BU03,Latin America,USD,34.60,17.11,9.18,1.96,2.85,0.2723
FP_202203_BU03_NA,2022-03-31,BU03,North America,USD,208.57,101.50,54.92,11.56,17.31,0.2491
FP_202203_BU04_APAC,2022-03-31,BU04,Asia Pacific,USD,125.78,77.68,22.33,7.84,12.08,0.2224
FP_202203_BU04_EU,2022-03-31,BU04,Europe,USD,147.52,93.09,26.22,10.43,14.19,0.2555
FP_202203_BU04_LATAM,2022-03-31,BU04,Latin America,USD,51.61,32.62,9.17,3.27,4.92,0.2664
FP_202203_BU04_NA,2022-03-31,BU04,North America,USD,189.15,118.74,33.33,12.06,18.90,0.2453
FP_202203_BU05_APAC,2022-03-31,BU05,Asia Pacific,USD,72.82,27.72,20.84,3.02,3.91,0.2237
FP_202203_BU05_EU,2022-03-31,BU05,Europe,USD,47.77,18.82,13.45,2.00,2.47,0.2580
FP_202203_BU05_LATAM,2022-03-31,BU05,Latin America,USD,24.76,9.82,6.95,1.00,1.31,0.2709
FP_202203_BU05_NA,2022-03-31,BU05,North America,USD,96.42,37.66,27.05,4.01,5.24,0.2474
FP_202204_BU01_APAC,2022-04-30,BU01,Asia Pacific,USD,130.84,52.41,37.62,6.22,9.05,0.2251
FP_202204_BU01_EU,2022-04-30,BU01,Europe,USD,97.57,40.04,28.73,4.92,6.63,0.2602
FP_202204_BU01_LATAM,2022-04-30,BU01,Latin America,USD,42.85,17.78,12.45,2.14,2.93,0.2713
FP_202204_BU01_NA,2022-04-30,BU01,North America,USD,165.47,67.17,48.57,8.14,11.26,0.2506
FP_202204_BU02_APAC,2022-04-30,BU02,Asia Pacific,USD,114.11,68.50,24.06,5.63,7.55,0.2253
FP_202204_BU02_EU,2022-04-30,BU02,Europe,USD,127.98,78.76,27.10,6.34,8.65,0.2553
FP_202204_BU02_LATAM,2022-04-30,BU02,Latin America,USD,59.13,36.51,12.74,2.93,3.97,0.2730
FP_202204_BU02_NA,2022-04-30,BU02,North America,USD,185.88,112.90,40.14,9.53,12.16,0.2469
FP_202204_BU03_APAC,2022-04-30,BU03,Asia Pacific,USD,86.42,41.05,23.02,4.98,7.29,0.2223
FP_202204_BU03_EU,2022-04-30,BU03,Europe,USD,104.90,51.41,28.34,6.19,8.79,0.2589
FP_202204_BU03_LATAM,2022-04-30,BU03,Latin America,USD,33.83,16.77,9.05,1.98,2.80,0.2712
FP_202204_BU03_NA,2022-04-30,BU03,North America,USD,209.36,101.24,55.21,11.66,17.55,0.2489
FP_202204_BU04_APAC,2022-04-30,BU04,Asia Pacific,USD,128.15,79.46,22.04,7.89,12.67,0.2266
FP_202204_BU04_EU,2022-04-30,BU04,Europe,USD,149.26,94.36,26.14,10.49,15.00,0.2561
FP_202204_BU04_LATAM,2022-04-30,BU04,Latin America,USD,51.91,33.19,9.07,3.29,5.16,0.2708
FP_202204_BU04_NA,2022-04-30,BU04,North America,USD,189.38,118.91,33.50,12.13,18.89,0.2482
FP_202204_BU05_APAC,2022-04-30,BU05,Asia Pacific,USD,74.17,28.19,20.97,3.06,3.97,0.2263
FP_202204_BU05_EU,2022-04-30,BU05,Europe,USD,47.45,18.61,13.70,2.02,2.61,0.2632
FP_202204_BU05_LATAM,2022-04-30,BU05,Latin America,USD,23.88,9.46,6.72,1.01,1.33,0.2712
FP_202204_BU05_NA,2022-04-30,BU05,North America,USD,94.66,37.16,26.85,4.06,5.18,0.2452
FP_202205_BU01_APAC,2022-05-31,BU01,Asia Pacific,USD,127.85,51.36,37.98,6.30,8.57,0.2315
FP_202205_BU01_EU,2022-05-31,BU01,Europe,USD,95.62,38.78,42.48,4.98,6.61,0.2572
FP_202205_BU01_LATAM,2022-05-31,BU01,Latin America,USD,40.85,16.91,12.46,2.17,2.76,0.2724
FP_202205_BU01_NA,2022-05-31,BU01,North America,USD,167.55,67.77,48.80,8.25,11.43,0.2471
FP_202205_BU02_APAC,2022-05-31,BU02,Asia Pacific,USD,121.45,72.54,25.36,5.67,8.15,0.2245
FP_202205_BU02_EU,2022-05-31,BU02,Europe,USD,129.64,79.37,27.43,6.39,8.78,0.2583
FP_202205_BU02_LATAM,2022-05-31,BU02,Latin America,USD,63.31,38.87,13.01,2.95,4.20,0.2756
FP_202205_BU02_NA,2022-05-31,BU02,North America,USD,196.24,119.27,40.69,9.60,12.98,0.2516
FP_202205_BU03_APAC,2022-05-31,BU03,Asia Pacific,USD,84.98,40.51,23.15,5.02,7.32,0.2276
FP_202205_BU03_EU,2022-05-31,BU03,Europe,USD,103.61,51.00,27.90,6.24,8.89,0.2583
FP_202205_BU03_LATAM,2022-05-31,BU03,Latin America,USD,32.47,15.91,8.89,2.00,2.78,0.2691
FP_202205_BU03_NA,2022-05-31,BU03,North America,USD,201.45,97.74,54.54,11.76,16.46,0.2465
FP_202205_BU04_APAC,2022-05-31,BU04,Asia Pacific,USD,130.40,81.09,22.48,7.94,13.00,0.2242
FP_202205_BU04_EU,2022-05-31,BU04,Europe,USD,150.59,95.22,26.49,10.54,14.42,0.2592
FP_202205_BU04_LATAM,2022-05-31,BU04,Latin America,USD,52.67,33.64,9.15,3.31,5.11,0.2691
FP_202205_BU04_NA,2022-05-31,BU04,North America,USD,195.57,122.18,34.41,12.20,19.22,0.2493
FP_202205_BU05_APAC,2022-05-31,BU05,Asia Pacific,USD,73.83,28.21,21.31,3.10,4.08,0.2261
FP_202205_BU05_EU,2022-05-31,BU05,Europe,USD,49.65,19.52,14.10,2.05,2.71,0.2607
FP_202205_BU05_LATAM,2022-05-31,BU05,Latin America,USD,24.47,9.75,6.88,1.02,1.32,0.2754
FP_202205_BU05_NA,2022-05-31,BU05,North America,USD,95.36,37.30,27.54,4.12,5.19,0.2518
FP_202206_BU01_APAC,2022-06-30,BU01,Asia Pacific,USD,133.82,53.46,39.04,6.38,9.21,0.2246
FP_202206_BU01_EU,2022-06-30,BU01,Europe,USD,104.57,42.37,30.42,5.05,7.05,0.2555
FP_202206_BU01_LATAM,2022-06-30,BU01,Latin America,USD,45.71,18.77,13.25,2.20,3.09,0.2668
FP_202206_BU01_NA,2022-06-30,BU01,North America,USD,176.68,71.57,51.28,8.36,12.45,0.2444
FP_202206_BU02_APAC,2022-06-30,BU02,Asia Pacific,USD,125.74,74.83,25.85,5.72,8.26,0.2273
FP_202206_BU02_EU,2022-06-30,BU02,Europe,USD,129.33,79.32,26.84,6.44,8.31,0.2560
FP_202206_BU02_LATAM,2022-06-30,BU02,Latin America,USD,61.51,37.92,12.76,2.98,4.11,0.2736
FP_202206_BU02_NA,2022-06-30,BU02,North America,USD,202.00,122.62,41.51,9.68,13.00,0.2491
FP_202206_BU03_APAC,2022-06-30,BU03,Asia Pacific,USD,87.09,41.40,23.34,5.07,7.28,0.2288
FP_202206_BU03_EU,2022-06-30,BU03,Europe,USD,106.17,52.17,27.98,6.29,8.70,0.2553
FP_202206_BU03_LATAM,2022-06-30,BU03,Latin America,USD,33.63,16.51,9.01,2.01,2.80,0.2711
FP_202206_BU03_NA,2022-06-30,BU03,North America,USD,205.30,99.46,54.15,11.86,17.46,0.2455
FP_202206_BU04_APAC,2022-06-30,BU04,Asia Pacific,USD,130.55,81.44,22.93,7.99,12.57,0.2211
FP_202206_BU04_EU,2022-06-30,BU04,Europe,USD,156.73,99.36,27.05,10.60,14.58,0.2580
FP_202206_BU04_LATAM,2022-06-30,BU04,Latin America,USD,53.15,33.88,9.35,3.33,5.19,0.2745
FP_202206_BU04_NA,2022-06-30,BU04,North America,USD,199.11,124.40,34.21,12.28,19.44,0.2501
FP_202206_BU05_APAC,2022-06-30,BU05,Asia Pacific,USD,80.94,30.81,22.85,3.15,4.47,0.2249
FP_202206_BU05_EU,2022-06-30,BU05,Europe,USD,52.77,20.82,14.68,2.08,2.89,0.2577
FP_202206_BU05_LATAM,2022-06-30,BU05,Latin America,USD,25.80,10.22,7.12,1.04,1.39,0.2696
FP_202206_BU05_NA,2022-06-30,BU05,North America,USD,105.85,41.27,30.27,4.17,5.75,0.2443
FP_202207_BU01_APAC,2022-07-31,BU01,Asia Pacific,USD,126.67,50.70,37.69,6.46,8.39,0.2231
FP_202207_BU01_EU,2022-07-31,BU01,Europe,USD,100.14,40.86,29.26,5.11,6.70,0.2594
FP_202207_BU01_LATAM,2022-07-31,BU01,Latin America,USD,43.22,17.83,12.81,2.22,2.95,0.2696
FP_202207_BU01_NA,2022-07-31,BU01,North America,USD,163.59,65.49,48.36,8.47,11.12,
FP_202207_BU02_APAC,2022-07-31,BU02,Asia Pacific,USD,120.86,72.17,25.38,5.77,7.84,0.2264
FP_202207_BU02_EU,2022-07-31,BU02,Europe,USD,124.51,76.39,26.84,6.49,8.08,0.2537
FP_202207_BU02_LATAM,2022-07-31,BU02,Latin America,USD,60.38,37.20,13.00,3.00,3.93,0.2739
FP_202207_BU02_NA,2022-07-31,BU02,North America,USD,186.14,113.47,40.15,9.76,12.13,0.2512
FP_202207_BU03_APAC,2022-07-31,BU03,Asia Pacific,USD,86.44,41.05,23.54,5.11,7.03,0.2285
FP_202207_BU03_EU,2022-07-31,BU03,Europe,USD,103.59,50.79,28.07,6.34,8.57,0.2584
FP_202207_BU03_LATAM,2022-07-31,BU03,Latin America,USD,33.17,16.28,9.16,2.03,2.61,0.2716
FP_202207_BU03_NA,2022-07-31,BU03,North America,USD,196.73,95.35,53.45,11.96,16.42,0.2498
FP_202207_BU04_APAC,2022-07-31,BU04,Asia Pacific,USD,124.11,76.94,22.14,8.04,12.02,0.2257
FP_202207_BU04_EU,2022-07-31,BU04,Europe,USD,141.18,89.99,25.97,10.65,14.44,0.2578
FP_202207_BU04_LATAM,2022-07-31,BU04,Latin America,USD,48.64,31.09,8.98,3.34,4.66,0.2748
FP_202207_BU04_NA,2022-07-31,BU04,North America,USD,180.96,114.46,33.35,12.35,17.69,0.2499
FP_202207_BU05_APAC,2022-07-31,BU05,Asia Pacific,USD,80.02,30.58,22.12,3.19,4.25,0.2269
FP_202207_BU05_EU,2022-07-31,BU05,Europe,USD,52.81,20.86,14.85,2.11,2.94,0.2565
FP_202207_BU05_LATAM,2022-07-31,BU05,Latin America,USD,26.34,10.46,7.20,1.05,1.40,0.2632
FP_202207_BU05_NA,2022-07-31,BU05,North America,USD,102.63,39.86,29.22,4.23,5.39,0.2479
FP_202208_BU01_APAC,2022-08-31,BU01,Asia Pacific,USD,129.17,51.41,38.09,6.54,8.53,0.2275
FP_202208_BU01_EU,2022-08-31,BU01,Europe,USD,101.05,41.24,29.39,5.17,6.45,0.2578
FP_202208_BU01_LATAM,2022-08-31,BU01,Latin America,USD,44.66,18.39,13.06,2.25,2.90,0.2708
FP_202208_BU01_NA,2022-08-31,BU01,North America,USD,165.92,66.88,48.54,8.57,10.60,0.2493
FP_202208_BU02_APAC,2022-08-31,BU02,Asia Pacific,USD,122.01,73.04,25.57,5.82,7.43,0.2244
FP_202208_BU02_EU,2022-08-31,BU02,Europe,USD,131.01,80.66,27.86,6.54,8.17,0.2541
FP_202208_BU02_LATAM,2022-08-31,BU02,Latin America,USD,63.00,39.06,13.05,3.03,3.94,0.2704
FP_202208_BU02_NA,2022-08-31,BU02,North America,USD,198.35,121.22,41.82,9.83,12.60,0.2488
FP_202208_BU03_APAC,2022-08-31,BU03,Asia Pacific,USD,90.53,43.15,24.03,5.15,7.24,0.2241
FP_202208_BU03_EU,2022-08-31,BU03,Europe,USD,104.42,51.67,28.15,6.40,8.56,0.2563
FP_202208_BU03_LATAM,2022-08-31,BU03,Latin America,USD,34.65,16.98,9.32,2.04,2.68,0.2722
FP_202208_BU03_NA,2022-08-31,BU03,North America,USD,207.44,100.27,55.23,12.06,16.63,0.2487
FP_202208_BU04_APAC,2022-08-31,BU04,Asia Pacific,USD,120.31,74.75,21.91,8.08,10.87,0.2264
FP_202208_BU04_EU,2022-08-31,BU04,Europe,USD,137.84,87.76,25.32,10.71,13.78,0.2582
FP_202208_BU04_LATAM,2022-08-31,BU04,Latin America,USD,49.46,31.55,9.10,3.36,4.63,0.2697
FP_202208_BU04_NA,2022-08-31,BU04,North America,USD,183.27,115.86,33.17,12.41,17.47,0.2441
FP_202208_BU05_APAC,2022-08-31,BU05,Asia Pacific,USD,80.82,30.74,22.33,3.23,4.27,0.2247
FP_202208_BU05_EU,2022-08-31,BU05,Europe,USD,54.87,21.58,15.11,2.14,2.80,0.2583
FP_202208_BU05_LATAM,2022-08-31,BU05,Latin America,USD,26.32,10.39,7.18,1.07,1.34,0.2725
FP_202208_BU05_NA,2022-08-31,BU05,North America,USD,107.71,41.98,30.43,4.29,5.83,0.2429
FP_202209_BU01_APAC,2022-09-30,BU01,Asia Pacific,USD,142.37,56.84,41.23,6.62,8.97,0.2270
FP_202209_BU01_EU,2022-09-30,BU01,Europe,USD,107.83,44.09,31.10,5.23,6.66,0.2564
FP_202209_BU01_LATAM,2022-09-30,BU01,Latin America,USD,47.23,19.51,13.72,2.28,2.96,0.2710
FP_202209_BU01_NA,2022-09-30,BU01,North America,USD,181.53,,52.91,8.67,11.75,0.2425
FP_202209_BU02_APAC,2022-09-30,BU02,Asia Pacific,USD,132.05,79.27,26.79,5.86,7.66,0.2278
FP_202209_BU02_EU,2022-09-30,BU02,Europe,USD,140.69,86.59,29.33,6.59,8.56,0.2557
FP_202209_BU02_LATAM,2022-09-30,BU02,Latin America,USD,65.92,41.14,13.51,3.05,4.09,0.2737
FP_202209_BU02_NA,2022-09-30,BU02,North America,USD,208.59,127.30,43.45,9.90,12.59,0.2451
FP_202209_BU03_APAC,2022-09-30,BU03,Asia Pacific,USD,91.25,43.40,23.96,5.20,6.89,0.2251
FP_202209_BU03_EU,2022-09-30,BU03,Europe,USD,106.56,52.64,28.38,6.44,7.98,0.2597
FP_202209_BU03_LATAM,2022-09-30,BU03,Latin America,USD,35.65,17.53,9.39,2.06,2.68,0.2716
FP_202209_BU03_NA,2022-09-30,BU03,North America,USD,208.77,101.18,55.05,12.16,16.06,0.2481
FP_202209_BU04_APAC,2022-09-30,BU04,Asia Pacific,USD,135.59,84.32,23.93,8.12,12.17,0.2209
FP_202209_BU04_EU,2022-09-30,BU04,Europe,USD,148.96,95.06,26.57,10.76,13.80,0.2577
FP_202209_BU04_LATAM,2022-09-30,BU04,Latin America,USD,55.38,35.57,9.61,3.38,5.07,0.2726
FP_202209_BU04_NA,2022-09-30,BU04,North America,USD,205.78,130.78,35.38,12.48,18.29,0.2507
FP_202209_BU05_APAC,2022-09-30,BU05,Asia Pacific,USD,80.16,30.22,22.37,3.28,4.02,0.2265
FP_202209_BU05_EU,2022-09-30,BU05,Europe,USD,52.74,20.67,14.60,2.17,2.64,0.2589
FP_202209_BU05_LATAM,2022-09-30,BU05,Latin America,USD,26.98,,7.47,1.08,1.39,0.2699
FP_202209_BU05_NA,2022-09-30,BU05,North America,USD,110.35,43.22,49.39,4.35,5.73,0.2486
FP_202210_BU01_APAC,2022-10-31,BU01,Asia Pacific,USD,135.49,53.74,39.99,6.70,8.24,0.2241
FP_202210_BU01_EU,2022-10-31,BU01,Europe,USD,108.70,44.24,31.60,5.29,6.75,0.2568
FP_202210_BU01_LATAM,2022-10-31,BU01,Latin America,USD,46.93,19.38,13.89,2.30,2.91,0.2732
FP_202210_BU01_NA,2022-10-31,BU01,North America,USD,173.76,69.58,50.89,8.78,11.20,0.2467
FP_202210_BU02_APAC,2022-10-31,BU02,Asia Pacific,USD,146.73,88.78,28.70,5.91,8.78,0.2250
FP_202210_BU02_EU,2022-10-31,BU02,Europe,USD,159.46,98.45,31.15,6.64,9.65,0.2611
FP_202210_BU02_LATAM,2022-10-31,BU02,Latin America,USD,74.53,46.50,14.74,3.07,4.44,0.2700
FP_202210_BU02_NA,2022-10-31,BU02,North America,USD,235.92,144.42,46.88,9.98,13.89,0.2498
FP_202210_BU03_APAC,2022-10-31,BU03,Asia Pacific,USD,90.69,43.23,23.60,5.24,6.61,0.2271
FP_202210_BU03_EU,2022-10-31,BU03,Europe,USD,107.45,53.18,29.10,6.49,8.03,0.2598
FP_202210_BU03_LATAM,2022-10-31,BU03,Latin America,USD,35.61,17.49,9.52,2.08,2.75,0.2714
FP_202210_BU03_NA,2022-10-31,BU03,North America,USD,208.09,100.86,55.23,12.25,15.80,0.2437
FP_202210_BU04_APAC,2022-10-31,BU04,Asia Pacific,USD,134.99,84.45,23.25,8.17,12.10,0.2244
FP_202210_BU04_EU,2022-10-31,BU04,Europe,USD,154.28,98.03,27.00,10.81,13.31,0.2560
FP_202210_BU04_LATAM,2022-10-31,BU04,Latin America,USD,54.07,34.72,9.47,3.40,4.86,0.2733
FP_202210_BU04_NA,2022-10-31,BU04,North America,USD,206.30,130.74,35.41,12.55,18.51,0.2497
FP_202210_BU05_APAC,2022-10-31,BU05,Asia Pacific,USD,83.79,31.77,23.27,3.32,4.08,0.2261
FP_202210_BU05_EU,2022-10-31,BU05,Europe,USD,54.68,21.50,15.12,2.20,2.67,0.2537
FP_202210_BU05_LATAM,2022-10-31,BU05,Latin America,USD,27.28,10.77,7.66,1.10,1.38,0.2724
FP_202210_BU05_NA,2022-10-31,BU05,North America,USD,111.91,43.71,31.37,4.41,5.58,0.2432
FP_202211_BU01_APAC,2022-11-30,BU01,Asia Pacific,USD,137.39,54.49,40.22,6.78,8.51,0.2275
FP_202211_BU01_EU,2022-11-30,BU01,Europe,USD,107.04,43.55,31.27,5.35,6.46,0.2571
FP_202211_BU01_LATAM,2022-11-30,BU01,Latin America,USD,46.70,19.44,13.74,2.33,2.86,0.2699
FP_202211_BU01_NA,2022-11-30,BU01,North America,USD,173.71,70.17,51.88,8.88,10.73,0.2493
FP_202211_BU02_APAC,2022-11-30,BU02,Asia Pacific,USD,160.11,97.14,30.62,5.96,9.37,0.2269
FP_202211_BU02_EU,2022-11-30,BU02,Europe,USD,186.02,115.32,34.44,6.70,11.27,0.2564
FP_202211_BU02_LATAM,2022-11-30,BU02,Latin America,USD,84.23,52.53,15.74,3.10,4.95,0.2720
FP_202211_BU02_NA,2022-11-30,BU02,North America,USD,264.01,161.80,49.71,10.07,16.00,0.2508
FP_202211_BU03_APAC,2022-11-30,BU03,Asia Pacific,USD,90.13,42.85,24.23,5.28,6.89,0.2230
FP_202211_BU03_EU,2022-11-30,BU03,Europe,USD,109.08,53.64,29.33,6.54,8.02,0.2587
FP_202211_BU03_LATAM,2022-11-30,BU03,Latin America,USD,35.49,17.42,9.51,2.09,2.63,0.2757
FP_202211_BU03_NA,2022-11-30,BU03,North America,USD,211.83,102.74,56.23,12.35,15.62,0.2452
FP_202211_BU04_APAC,2022-11-30,BU04,Asia Pacific,USD,125.65,78.72,22.88,8.21,10.56,0.2299
FP_202211_BU04_EU,2022-11-30,BU04,Europe,USD,144.72,92.35,26.36,10.86,13.25,0.2569
FP_202211_BU04_LATAM,2022-11-30,BU04,Latin America,USD,51.09,32.68,9.22,3.42,4.73,0.2744
FP_202211_BU04_NA,2022-11-30,BU04,North America,USD,196.02,125.02,34.92,12.62,17.64,0.2465
FP_202211_BU05_APAC,2022-11-30,BU05,Asia Pacific,USD,91.20,34.63,24.74,3.36,4.24,0.2228
FP_202211_BU05_EU,2022-11-30,BU05,Europe,USD,56.53,22.21,15.54,2.22,2.83,0.2592
FP_202211_BU05_LATAM,2022-11-30,BU05,Latin America,USD,29.52,11.63,8.10,1.11,1.47,0.2697
FP_202211_BU05_NA,2022-11-30,BU05,North America,USD,116.15,45.49,31.79,4.47,5.60,0.2504
FP_202212_BU01_APAC,2022-12-31,BU01,Asia Pacific,USD,148.54,58.64,42.51,6.86,9.05,0.2204
FP_202212_BU01_EU,2022-12-31,BU01,Europe,USD,111.65,45.40,32.54,5.41,6.71,0.2575
FP_202212_BU01_LATAM,2022-12-31,BU01,Latin America,USD,49.97,20.45,14.45,2.36,3.11,0.2681
FP_202212_BU01_NA,2022-12-31,BU01,North America,USD,185.88,75.12,54.16,8.98,11.50,0.2497
FP_202212_BU02_APAC,2022-12-31,BU02,Asia Pacific,USD,165.25,100.42,31.15,6.02,9.78,0.2278
FP_202212_BU02_EU,2022-12-31,BU02,Europe,USD,190.62,118.50,35.32,6.77,11.34,0.2592
FP_202212_BU02_LATAM,2022-12-31,BU02,Latin America,USD,87.67,54.82,16.16,3.13,5.21,0.2711
FP_202212_BU02_NA,2022-12-31,BU02,North America,USD,265.88,163.10,50.50,10.17,16.06,0.2533
FP_202212_BU03_APAC,2022-12-31,BU03,Asia Pacific,USD,90.31,42.88,24.38,5.32,6.65,0.2269
FP_202212_BU03_EU,2022-12-31,BU03,Europe,USD,110.09,53.92,29.28,6.59,8.20,0.2565
FP_202212_BU03_LATAM,2022-12-31,BU03,Latin America,USD,35.72,17.54,9.54,2.11,2.56,0.2771
FP_202212_BU03_NA,2022-12-31,BU03,North America,USD,210.26,102.23,55.78,12.44,15.85,0.2442
FP_202212_BU04_APAC,2022-12-31,BU04,Asia Pacific,USD,118.87,74.71,21.73,8.25,10.75,0.2240
FP_202212_BU04_EU,2022-12-31,BU04,Europe,USD,139.65,89.45,26.26,10.91,13.51,0.2567
FP_202212_BU04_LATAM,2022-12-31,BU04,Latin America,USD,49.23,31.79,9.18,3.43,4.34,0.2710
FP_202212_BU04_NA,2022-12-31,BU04,North America,USD,181.45,115.45,33.98,12.68,16.35,0.2483
FP_202212_BU05_APAC,2022-12-31,BU05,Asia Pacific,USD,92.69,35.31,25.54,3.41,4.82,0.2291
FP_202212_BU05_EU,2022-12-31,BU05,Europe,USD,62.22,24.42,16.84,2.25,3.13,0.2565
FP_202212_BU05_LATAM,2022-12-31,BU05,Latin America,USD,31.75,12.64,8.75,1.13,1.57,0.2735
